mii_name,body_height,body_weight,gender,eye_type,eye_color,eye_size,eye_rotation,eye_horizontal,eye_vertical,eyebrow_type,eyebrow_color,nose_type,nose_size,mouth_type,mouth_color,hair_type,hair_color,face_type,face_color,mole_enable,mole_horizontal,mole_vertical,mole_size,glasses_type,favorite_color,dataset
䔱䐲穳娷⽗䩺䅷捁灕䅎,71,56,0,48,5,0,8,10,23,1,2,1,10,1,5,103,2,0,2,1,18,16,2,1,11,nnid
䱍㄰祮椷䝩汧䅁婁框䵘,73,85,1,16,5,6,10,10,6,23,3,1,10,1,5,106,2,11,3,0,2,14,4,1,11,nnid
偖䕔䑕楓捧㑇䅁䩁䩖䅔,71,56,0,48,5,0,1,10,0,1,2,1,10,1,5,103,2,0,2,1,2,27,3,1,11,nnid
灬晚䐰䈰㕺䭯䅧䍁摆䵅,70,48,1,5,5,6,3,10,6,1,2,4,10,13,5,68,2,11,3,1,10,22,1,8,10,nnid
㑚ぺ䑅楓䭰偖䅧杁氲䅓,72,107,0,50,5,0,8,10,6,1,2,23,11,8,5,81,2,0,2,0,2,13,2,12,11,nnid
穤摮呱㑁煤灹䅑啁㔱䅴,71,69,1,42,5,0,7,10,10,1,2,1,10,1,5,103,2,0,2,0,10,14,4,1,10,nnid
㌷睎䑫䈰㘯挸䅷潁栱䅂,71,81,0,48,5,0,7,10,10,1,2,1,10,1,5,65,2,0,2,1,26,27,2,1,10,nnid
䍣獮吶㑁楡确䅧噁桅䅅,71,56,1,41,5,0,7,10,27,1,2,7,11,5,5,81,2,0,2,0,2,14,4,1,10,nnid
䨱晖剈㐶䝏䰵䅁十硭䅔,72,85,1,51,5,0,7,10,21,1,2,6,10,1,5,65,2,0,2,1,2,27,2,1,12,nnid
䍰卭摈䵢扙⬲䅷㕁噬䅱,72,85,1,48,4,0,7,2,28,1,2,6,10,1,5,119,2,0,2,0,10,14,4,1,12,nnid
晸㕅楊㘲桘偌䅑䅁䉅䅅,72,73,0,1,5,0,1,10,0,1,2,1,10,1,5,81,1,0,2,1,18,20,3,1,11,nnid
煳慬祘椷ぶ䭌䅁潁婭䵺,71,77,0,11,5,6,6,10,17,23,3,1,10,13,1,122,3,11,3,0,2,14,4,7,11,nnid
⽋㡸穰乭摗㝈䅧祁䩆䅹,71,69,0,47,5,0,7,10,21,1,2,1,10,1,5,65,2,0,2,1,10,16,2,1,11,nnid
爹捅呱㑁䅑䝓䅑ぁ瑅䅋,67,48,0,1,5,0,1,10,0,1,2,1,10,1,5,103,1,0,2,0,10,22,3,1,10,nnid
偔獎癡ㅑ㕒慤䅁䅁呆䵩,79,73,1,52,5,6,11,10,12,23,3,15,11,16,5,122,4,11,3,1,18,16,2,1,12,nnid
稷㥦獨⭸杅睴䅧䩁⭅䴳,79,99,1,47,4,6,15,2,24,23,3,1,10,1,5,106,3,11,3,1,18,16,2,1,12,nnid
㑷扣䭑㙅卲伹䅁扁㕭䵋,70,103,1,4,5,6,10,10,6,23,3,6,10,1,5,84,3,11,3,1,10,19,2,1,12,nnid
㑐㥙吶㑁灡扗䅑摁栱䅲,71,69,1,51,5,0,7,10,10,1,2,14,11,7,5,81,2,0,2,0,18,18,2,1,10,nnid
塔䙉杸敱䡷㡧䅑䅁硗䅍,69,56,1,22,5,0,6,10,6,1,2,1,10,1,5,65,2,0,2,1,10,20,3,1,11,nnid
歮䕳祈椷祬㌱䅷䵁㕭䅚,72,85,0,1,5,0,1,10,0,1,2,1,10,1,5,81,1,0,2,1,10,16,2,1,11,nnid
灣卪⭗䑺䥫⭱䅑ㅁㅅ䅅,71,56,1,53,5,0,7,10,21,1,2,1,10,1,5,103,2,0,2,1,2,26,3,1,12,nnid
㉣娫呋㑁睚䝤䅧慁婭䵶,73,115,1,14,5,6,1,10,0,1,2,3,10,1,5,106,2,11,3,0,18,22,3,10,10,nnid
㥵䙄摧⭈汅睖䅁䅁䉅䅷,71,85,1,1,5,0,5,10,2,1,2,6,10,1,5,65,1,0,2,1,18,16,2,1,12,nnid
㔸故㍵慏䙧畗䅑啁乫䅚,72,85,1,1,5,0,5,10,2,1,2,6,10,1,5,81,1,0,2,1,2,27,3,1,12,nnid
敋䝹卭砱祶䩅䅑䕁汬䅌,71,56,0,44,5,0,8,10,19,1,2,26,11,4,5,65,2,0,2,0,2,14,4,4,11,nnid
灤䅚畮癧䝗硥䅷䑁䩕䅰,72,111,1,41,5,0,7,10,10,1,2,19,11,7,5,81,2,0,2,0,18,18,3,1,12,nnid
瑇奺䑅䈰卺硏䅁䭁瑆䅂,71,52,0,57,5,0,7,10,10,1,2,1,10,1,5,65,2,0,2,0,2,12,3,1,11,nnid
奺䥯兑ㅄ㝭敨䅁䵁硭䅄,71,56,1,53,5,0,7,2,28,1,2,1,10,1,5,103,2,0,2,1,26,28,3,1,11,nnid
唸扬䑕䈰〳捇䅧牁䘲䅩,71,56,1,50,5,0,8,10,21,1,2,1,10,1,5,103,2,0,2,0,2,14,4,1,10,nnid
奯䡊卄䱶扐焯䅧䍁瑆䅳,72,85,1,58,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,0,2,14,4,1,11,nnid
朷婥牭慶㡂㡯䅷䥁剬䅇,71,107,1,48,5,0,8,10,0,1,2,22,11,1,5,65,2,0,2,0,10,14,4,1,12,nnid
瀸婳穰乭硣ㅖ䅑噁摫䅅,71,107,0,54,5,0,1,10,0,1,2,1,10,1,5,103,2,0,2,0,2,26,3,1,10,nnid
㥋慤丸䡙ㄲ昸䅑桁ㄱ䅳,71,56,1,58,5,0,1,10,0,1,2,6,10,1,5,81,2,0,2,0,18,22,2,1,12,nnid
灹㑓卄䱶塁湳䅧䩁火䅂,71,81,0,52,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,0,26,28,2,1,10,nnid
㡒楗䉘圯す甴䅁啁估䵊,70,99,1,21,5,6,5,2,28,23,3,6,10,1,5,122,2,11,3,1,2,13,1,1,12,nnid
噣䩨楌扵塯䅫䅧㝁ㅇ䅎,71,69,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,0,2,0,10,17,3,1,11,nnid
塌稯湤乪牙啳䅷婁摬䅪,72,73,1,58,5,0,8,10,8,1,2,16,11,7,5,81,2,0,2,1,18,16,2,1,12,nnid
㑳煏䑫䈰氯橍䅷䅁剆䅺,71,103,0,46,5,0,7,10,17,1,2,16,9,8,5,81,2,0,2,0,2,14,4,13,10,nnid
捯䐵䑫䈰琲男䅧噁噆䅌,71,69,1,58,5,0,1,10,0,1,2,1,10,1,5,119,2,0,2,0,18,19,4,1,10,nnid
⽚㙯⽗匫扅ㄳ䅧硁ㅭ䅆,71,119,1,40,5,0,8,10,6,1,2,11,11,7,5,81,2,0,2,0,2,14,4,1,12,nnid
晓佂呡㑁浗佉䅷奁灭䅑,71,103,0,48,4,0,7,2,28,1,2,12,11,8,5,81,2,0,2,0,18,20,2,1,10,nnid
䭁楗內ㅄ㍰楩䅷䅁剕䴫,72,56,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,1,26,25,1,1,11,nnid
㝇噷穰乭偣佑䅑啁䉅䵱,69,52,0,1,5,0,1,10,0,1,2,1,10,1,5,84,1,11,3,0,10,14,4,1,11,nnid
㝚ㅦ楢扵獴楬䅑䍁䙫䴫,72,52,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,0,10,14,4,1,11,nnid
㝮别䑫䈰睹煑䅑慁䙆䅙,71,69,0,52,4,0,8,10,10,1,2,1,10,1,5,103,2,0,2,0,26,24,1,1,11,nnid
橍㉐瀳橮㈸塈䅁煁䉫䅓,71,85,1,1,5,0,6,10,12,1,2,5,10,6,5,65,1,0,2,0,10,19,1,6,12,nnid
㐶敲椷扵坱煯䅧ぁ摆䅳,71,107,1,50,5,0,7,10,10,1,2,1,10,1,5,103,2,0,2,1,18,16,2,1,11,nnid
橲睁協䱶㝄破䅧䅁䉆䵃,69,48,1,20,5,6,1,10,0,1,2,1,10,1,5,84,3,11,3,0,10,21,4,1,10,nnid
⽳偺睹睑穑橔䅷䅁硖䅌,71,69,1,48,5,0,7,10,10,1,2,1,10,1,5,65,2,0,2,0,2,13,2,1,10,nnid
条坪佈假洱堷䅧睁乹䅎,71,85,1,48,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,0,10,16,1,1,12,nnid
夫㜫楢扵坱䥱䅁䥁桬䅋,71,85,1,45,5,0,8,10,4,1,2,21,9,1,5,103,2,0,2,0,18,19,3,1,10,nnid
穤㕘硓䅄癚㝉䅁十楗䵺,77,99,1,49,5,6,1,10,0,1,2,6,10,1,5,106,4,11,3,0,18,21,3,1,12,nnid
畇卫積娷打偤䅧㉁㥖䅎,76,69,0,58,5,0,8,10,6,1,2,1,10,8,5,81,6,2,2,1,10,22,1,1,11,nnid
剡坅奋⭣塬㍤䅑䅁䍅䵍,69,111,1,15,5,0,5,10,2,1,2,6,10,1,5,65,2,11,3,1,26,27,0,1,12,nnid
佌䑲戲㙃䍫煲䅑䅁硖䅲,71,85,1,44,5,0,1,10,0,1,2,6,10,1,5,119,2,0,2,0,2,29,2,1,12,nnid
㥋䡐楲扵灴䉹䅁牁砲䅄,71,119,1,57,5,0,7,10,10,1,2,1,10,1,5,81,2,0,2,1,26,24,2,1,11,nnid
唫捓䑕䈰礳㜷䅁婁㕅䵦,71,111,0,33,5,6,1,10,10,13,3,1,10,1,5,68,2,11,3,1,26,29,2,1,10,nnid
捦扃猷堰批牧䅷慁噫䅃,71,85,1,53,5,0,7,10,8,1,2,6,10,1,5,103,2,0,2,1,10,14,0,1,12,nnid
䌫㕮楢扵副⽕䅧䅁剆䅬,71,81,1,40,5,0,8,10,4,1,2,1,10,1,5,119,2,0,2,0,2,14,4,1,10,nnid
䅙煂睃睑䙢瘴䅁㝁ㅕ䵨,71,56,0,1,5,0,1,10,0,1,2,1,10,1,5,68,1,11,3,1,26,27,2,1,10,nnid
䡶㉷杂敱䌵礸䅑ぁ到䴫,73,89,1,40,5,6,1,10,0,1,2,6,10,1,5,122,2,11,3,1,26,25,1,1,12,nnid
癱奘祈椷晶楯䅑䅁䉅䅂,71,119,1,52,4,0,1,10,0,1,2,1,10,1,5,81,2,0,2,0,26,25,3,1,11,nnid
硘ぁㅆ氵䵩煂䅁䅁祇䴯,77,81,1,1,5,0,5,10,4,23,3,3,10,5,5,68,1,11,3,1,18,16,2,3,12,nnid
湩䉶其眹婗㙦䅁䅁䉅䅊,71,69,1,1,5,0,5,10,2,1,2,6,10,1,5,103,1,0,2,1,18,16,2,1,12,nnid
㉃㕌䑕䈰爲敨䅧ㅁ䩫䅌,71,107,1,46,5,0,1,10,0,1,2,1,10,1,5,103,2,0,2,1,2,30,2,1,11,nnid
捈䘴睓睑潤瑥䅧汁剕䅐,71,77,1,54,5,0,1,10,0,1,2,26,11,7,5,65,2,0,2,0,10,13,2,1,11,nnid
癶䱓椷扵啫摶䅁捁䉫䅴,71,69,1,51,5,0,7,2,28,1,2,1,10,1,5,103,2,0,2,1,2,25,2,1,11,nnid
䕐䘫㉔捎椶䉷䅑呁䙧䵯,73,73,1,1,5,0,1,10,0,1,2,1,10,1,5,84,1,11,3,0,2,13,2,1,9,nnid
匵味穚乭潤樫䅧ㅁ䉅䅖,72,81,1,44,5,0,8,10,4,1,2,22,11,8,5,65,2,0,2,0,26,26,2,1,10,nnid
摇硁呱㑁䵢汧䅑䅁䉅䅹,71,85,0,43,5,0,8,10,4,1,2,14,11,7,1,65,2,0,2,1,18,16,2,1,11,nnid
䜯祹稴㙎睎噵䅧橁㥭䅳,71,56,1,51,5,0,7,2,28,1,2,1,10,1,5,81,2,0,2,1,2,25,2,1,10,nnid
㤹坄塕桋灍䍸䅑䭁㥖䅃,71,85,1,44,5,0,8,10,4,1,2,21,9,1,5,103,2,0,2,0,2,30,1,1,12,nnid
瑦獡穙㙎⽁焹䅷䅁䉕䄰,71,69,1,58,5,0,7,10,2,1,2,1,10,1,5,65,2,0,2,1,10,16,2,1,12,nnid
买䭶祘椷橯畤䅁流灆䅎,71,107,0,49,4,0,7,10,10,1,2,23,11,4,5,119,2,0,2,1,26,24,2,1,11,nnid
穆ㅨ楢扵䑵癗䅷䕁㥖䅲,72,107,0,53,4,0,1,10,0,1,2,1,10,1,5,119,2,0,2,0,18,19,3,1,11,nnid
㥚潪塓煑㐰吱䅷摁ㅭ䅱,71,69,1,51,5,0,7,10,21,1,2,1,10,1,5,81,2,0,2,0,26,24,2,1,12,nnid
低䵵稸娷摘穚䅁杁㤱䅑,72,85,1,57,5,0,7,10,21,1,2,26,11,7,5,103,2,0,2,1,26,25,1,1,11,nnid
摥穱祍䅥䝐潡䅑噁摆䅎,71,56,1,48,5,0,8,10,8,1,2,1,10,1,5,103,2,0,2,1,10,19,1,1,10,nnid
㉳兩協䱶䡎瑐䅷穁㥧䄳,71,107,1,51,5,0,8,10,21,1,2,18,11,8,5,81,2,0,2,1,2,12,2,4,12,nnid
牋㍈稵乭坦甹䅑䅁䍆䵯,75,81,1,1,5,0,1,10,0,1,2,1,10,1,5,68,1,11,3,0,10,14,4,1,11,nnid
䕰畳協䱶㡏灆䅷䑁汖䅓,71,56,1,53,4,0,7,2,26,1,2,1,10,1,5,103,2,0,2,1,18,16,2,1,11,nnid
㈱㈳呡㑁穡灉䅧瑁灗䅘,71,107,1,52,5,0,1,10,0,1,2,1,10,1,5,81,2,0,2,1,2,14,1,1,11,nnid
䐸㙣瑹兘塐敨䅧穁摬䅪,71,56,1,44,5,0,8,10,21,1,2,6,10,1,5,65,2,0,2,0,2,14,4,1,12,nnid
䡶瀷稴㙎癈㝷䅷㕁汕䄵,72,85,1,40,5,0,1,10,12,13,3,1,10,7,5,103,2,0,2,1,26,24,0,8,10,nnid
獎别楌扵㙪椰䅑䅁䍕䵂,73,115,1,56,4,6,6,10,23,23,3,1,10,1,5,84,4,11,3,0,26,24,2,1,11,nnid
㠷橲楲扵䍧湪䅧㑁剬䅅,71,56,0,54,5,0,8,10,12,1,2,21,11,1,5,103,2,0,2,1,2,14,2,1,10,nnid
歨摄楖漹䤯䭈䅑牁䑫䵦,79,81,1,58,5,6,1,10,0,1,2,1,10,1,5,84,4,11,3,1,10,12,1,1,10,nnid
偳㥊穉㙎⽁䠳䅑獁佫䵇,69,89,1,20,5,6,1,10,0,1,2,6,10,1,5,84,3,11,3,1,18,17,2,1,12,nnid
男㍏杂敱甲癨䅷牁琱䅕,71,69,0,40,5,0,1,10,0,1,2,1,10,1,5,103,2,0,2,1,10,16,0,1,10,nnid
婶㝅剖䱔汲牱䅷䅁硇䵙,74,77,1,1,5,0,5,10,2,1,2,6,10,1,5,122,1,11,3,0,2,12,2,1,12,nnid
䩈啍卭砱浭ㅯ䅑汁硭䄰,72,99,1,54,4,0,8,10,8,1,2,11,11,1,5,81,2,0,2,0,2,14,4,1,11,nnid
㝴䩕穉㙎杈⭂䅁坁浖䵃,69,103,0,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,0,2,14,1,1,10,nnid
偊捶晪䅬畎乧䅁䅁䉕䵡,71,77,1,1,5,0,5,10,2,1,2,6,10,1,5,122,1,11,3,1,18,16,2,1,12,nnid
⭚灗楌扵㍰䵙䅑允噬䅱,72,73,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,0,2,1,10,16,0,1,11,nnid
㕺留呱㑁歗へ䅧桁汇䅔,72,81,0,44,5,0,7,10,27,1,2,25,11,7,1,81,2,0,2,1,18,18,3,10,11,nnid
㑂晳摔扇䤷呱䅷獁瑂䅳,71,107,1,42,5,0,1,10,0,1,2,6,10,1,5,103,2,0,2,1,18,16,2,1,12,nnid
䴸㙐獕㡭摪䡔䅑䅁祑䵂,65,65,1,15,5,0,5,10,2,1,2,6,10,1,5,65,2,0,2,1,18,16,2,1,12,nnid
䱈偩楌扵㙮呶䅧剁䝗䵋,71,52,0,49,1,5,7,11,0,1,2,1,10,1,5,106,2,11,3,1,10,16,0,1,11,nnid
㡥卨祈椷浩档䅁䅁剆䄰,72,77,0,58,5,0,1,10,0,1,2,16,9,1,5,65,2,0,2,1,18,16,2,1,11,nnid
眸䝒協䱶兎䉕䅑硁婭䅴,71,107,1,44,5,0,1,10,0,1,2,6,10,1,5,119,2,0,2,1,18,16,2,1,12,nnid
塆㡷椷扵兵晆䅷䝁婆䅑,71,69,1,42,5,0,7,10,2,1,2,1,10,1,5,119,2,0,2,1,10,19,2,1,11,nnid
㑊䡺杨敱洳て䅧ㅁ䙅䅩,72,85,1,54,4,0,1,10,0,1,2,6,10,1,5,103,2,0,2,0,10,12,2,1,12,nnid
歐〰內ㅄ㉶效䅧䅁䉅䅌,71,107,0,44,5,0,8,10,19,1,2,1,10,1,5,103,2,0,2,1,18,16,2,1,10,nnid
⽋䜷琵睤她㍡䅁噁栱䅂,71,52,1,40,5,0,1,10,0,1,2,6,10,1,5,103,2,0,2,1,2,12,2,1,12,nnid
ㅐ杦䑸坪㌷扳䅷ㅁ乖䅃,71,107,1,40,5,0,1,10,0,1,2,6,10,1,5,103,2,0,2,0,26,28,2,1,12,nnid
瑭潊䑅䈰摺㥄䅷牁瑖䴯,69,89,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,11,3,1,26,27,2,1,10,nnid
ㅁ眶㑍払㈶先䅷敁乗䅬,71,48,1,51,5,0,8,10,21,1,2,6,10,1,5,81,2,0,2,1,18,16,2,1,12,nnid
婡游灸捧ね䥓䅁硁䙫䄰,71,107,1,50,5,0,7,10,10,1,2,1,10,1,5,103,2,0,2,1,18,16,2,1,12,nnid
奌乖䅏晍㕸潂䅑䅁桅䅯,72,89,0,46,5,0,4,10,19,1,2,23,11,7,5,103,2,0,2,0,2,14,4,13,11,nnid
煢桡䍈睚穄儹䅁ぁ䉇䅂,71,119,1,52,4,0,5,10,8,1,2,1,10,1,5,81,2,0,2,1,18,16,2,1,12,nnid
䥗㈫⽓瑣剱睵䅑㙁ㅖ䵨,72,77,1,22,5,6,10,10,6,23,3,6,10,1,5,122,2,11,3,1,10,16,0,1,12,nnid
畹㕄兑ㅄ獶⽲䅁䅁䉅䵱,73,81,1,1,5,0,1,10,0,1,2,1,10,1,5,68,1,11,3,1,10,16,2,1,11,nnid
偵䍸穒⬳渱卧䅁䥁硭䅢,67,111,1,49,5,0,6,2,24,1,2,9,11,3,5,65,1,0,2,1,18,16,2,15,12,nnid
呸晉協䱶䩎䰰䅧坁婃䅳,71,56,1,51,5,0,7,10,10,1,2,25,11,1,5,81,2,0,2,0,10,14,4,1,12,nnid
摈⽦祈椷敶祅䅧坁䉅䅳,71,56,1,40,5,0,7,2,26,1,2,1,10,1,5,119,2,0,2,0,10,21,4,1,11,nnid
ㅂ䙬汶晦昸敧䅁奁噬䅺,71,115,1,1,5,0,5,10,2,1,2,6,10,1,5,81,1,0,2,0,10,14,4,1,12,nnid
⽚扴䑕楓䡧嘷䅁獁桇䵌,70,111,0,1,5,0,5,10,12,23,3,1,10,1,5,68,1,11,3,0,2,29,2,1,11,nnid
㈷䑋久灂䑶佈䅧䅁橃䵒,76,111,1,1,5,0,1,10,0,1,2,1,10,1,5,68,1,11,3,1,2,12,1,1,12,nnid
据畷祈椷䍩敮䅷䅁硖䵔,72,77,1,1,5,0,1,10,0,1,2,1,10,1,5,68,1,11,3,1,18,16,2,1,11,nnid
慒䩩䑫楓䅩㑥䅷穁㕗䅎,71,107,1,40,5,0,7,2,26,1,2,8,11,1,5,103,2,0,2,0,2,14,4,1,11,nnid
睳䡔楊㘲煒奯䅧杁ㄲ䅲,71,69,1,44,5,0,1,10,0,1,2,1,10,1,5,65,2,0,2,0,18,16,4,1,11,nnid
唴杷南砱扭㕇䅑䅁䉅䅵,71,107,0,50,5,0,1,10,0,1,2,1,10,1,5,119,2,0,2,1,18,16,2,1,11,nnid
楕䩣䑕楓慩捈䅧䍁乫䅡,71,69,1,47,5,0,1,10,0,1,2,1,10,1,5,119,2,0,2,1,26,26,3,1,11,nnid
扵灇䑫䈰匷畂䅷捁䉕䅌,71,69,1,58,5,0,1,10,0,1,2,1,10,1,5,65,2,0,2,1,18,16,2,1,10,nnid
⭨扴睹睑⽥癹䅁捁䝆䵇,69,89,1,1,5,0,1,10,0,1,2,1,10,1,5,106,1,11,3,1,26,29,2,1,10,nnid
䱩䍅楌扵杳癢䅁㝁乫䅕,71,56,0,57,5,0,7,10,21,1,2,7,11,6,5,103,2,0,2,0,2,14,4,3,11,nnid
稵偣䉚块䉃⬳䅧䅁桇䄲,71,107,1,58,5,0,8,10,8,1,2,13,11,8,5,65,2,0,2,1,18,16,2,4,12,nnid
䵗先婖䉓娱卫䅷捁䉆䅕,71,69,1,40,5,0,1,10,0,1,2,6,10,1,5,65,2,0,2,0,18,20,2,1,12,nnid
䍐㡣匲砱摭楣䅁䅁硅䅴,67,65,1,51,4,0,7,10,10,1,2,1,10,1,5,119,2,0,2,0,2,14,4,1,10,nnid
剄㝵䑫䈰㈹䑒䅧牁䩅䅴,71,69,1,42,5,0,7,2,28,1,2,8,11,1,5,103,2,0,2,1,10,20,3,1,11,nnid
煆䩬牅留瑤渶䅁剁畬䵩,79,115,1,53,4,6,7,2,26,23,3,5,11,12,5,122,3,11,3,1,18,19,3,1,12,nnid
楪瑋䑫楓浯偧䅁坁久䅕,69,107,1,57,5,0,4,10,6,1,2,1,10,1,5,81,1,0,2,0,2,14,4,1,11,nnid
牕獙睹睑䥑眷䅑啁婆䅂,71,52,1,52,5,0,8,10,6,1,2,1,10,1,5,81,2,0,2,0,26,28,3,1,11,nnid
奕び楌扵な⭩䅁瑁䩆䅃,71,119,1,48,5,0,8,10,4,1,2,1,10,1,5,81,2,0,2,1,2,27,3,1,11,nnid
匸潲睩睑㕗睔䅷捁䈰䅴,71,69,1,40,5,0,1,10,0,1,2,21,10,6,5,119,2,0,2,1,10,16,0,4,10,nnid
㥋奍硖ㅯさ渰䅧䅁䉅䅫,72,107,1,40,5,0,7,2,26,1,2,6,10,1,5,65,2,0,2,1,18,16,2,1,12,nnid
䕵爯礳椷捶搷䅑桁汬䅋,71,69,0,50,5,0,8,10,10,1,2,1,10,1,5,119,2,0,2,0,2,13,2,1,11,nnid
㜴䱇穰乭块兺䅑杁稱䵋,80,119,0,42,5,6,1,10,0,1,2,1,10,1,5,84,3,11,3,0,26,28,3,1,10,nnid
㕅樱椷扵杵呑䅁䑁䘲䅨,71,52,0,48,5,0,7,10,10,1,2,1,10,1,5,119,2,0,2,0,26,25,3,1,11,nnid
汯䙨剏婮橎匹䅑橁琲䅴,71,107,1,49,4,0,8,10,10,1,2,1,10,1,5,119,2,0,2,1,10,14,3,1,12,nnid
㍲㡦獌䑖牙䑤䅁敁框䅷,71,107,1,40,5,0,8,10,23,1,2,16,9,4,5,103,2,0,2,0,10,14,4,1,12,nnid
䍤㥎桎㥲䵹䝚䅑扁䕅䩆,115,65,0,43,5,0,10,10,2,8,3,19,11,3,5,67,3,2,2,1,26,24,3,1,10,nnid
扷䕏內ㅄ㝶䜶䅷煁瑆䅎,72,85,0,55,5,0,7,10,19,1,2,1,10,1,5,103,2,0,2,0,18,16,1,1,11,nnid
⽡娰煏㠲伹㍰䅧牁桖䅎,71,69,1,49,5,0,7,2,28,1,2,12,11,7,5,103,2,0,2,0,10,19,3,1,12,nnid
㑳敢穯㙎㍈㍴䅑牁硕䵇,71,77,1,4,5,6,10,10,6,23,3,23,11,4,5,84,3,11,3,1,10,18,3,9,10,nnid
㤷卩㑤堫渱潋䅑慁桬䅳,71,85,1,46,5,0,7,10,19,1,2,22,11,8,5,81,2,0,2,1,18,16,2,1,12,nnid
浒呲㕱䤯ㄵ⼴䅷䅁䉅䵶,74,77,1,8,5,6,5,10,12,23,3,6,10,1,5,84,3,11,3,1,2,12,2,1,12,nnid
㡒癷䅥晍䈲䅳䅁歁摬䅲,71,56,0,48,4,0,7,2,28,1,2,1,10,1,5,65,2,0,2,0,10,14,4,1,11,nnid
歖之䑕楓潨㕓䅁䭁㕇䵖,79,65,0,47,5,6,9,10,23,23,3,7,10,6,1,65,2,11,3,1,10,18,3,7,11,nnid
桸搹呡㑁桥倶䅷䅁硆䅳,71,56,1,48,5,0,1,10,0,1,2,1,10,1,5,119,2,0,2,1,18,16,2,1,11,nnid
礰爷睃睑䕑吴䅁扁婆䅲,72,107,1,44,5,0,8,10,4,1,2,1,10,1,5,65,2,0,2,0,26,28,2,1,10,nnid
䬫兕剰祙䠶攱䅁䅁硆䄵,71,52,1,1,5,0,1,10,0,1,2,1,10,1,5,65,1,0,2,1,10,16,0,1,11,nnid
穓ㅕ吶㑁噗汄䅧扁乫䅔,71,56,1,49,4,0,8,10,19,1,2,8,11,7,1,103,2,0,2,1,18,20,3,1,11,nnid
⭍䡈睩睑瑦婏䅁摁剬䅴,71,69,0,48,5,0,1,10,0,1,2,1,10,1,5,103,2,0,2,1,26,24,2,1,10,nnid
㘸䉄楢扵歳橩䅁慁楖䵇,73,111,1,40,5,6,1,10,0,1,2,1,10,1,5,65,2,11,3,0,10,18,2,1,10,nnid
癦杯啬㉹兲䡸䅁䅁剆䅔,70,65,1,40,5,0,7,10,6,1,2,1,10,1,5,65,2,0,2,0,2,14,4,1,12,nnid
㔹焰椷扵獱硧䅷啁䨰䅓,71,85,0,44,5,0,7,10,6,1,2,8,11,1,5,103,2,0,2,0,2,14,4,1,10,nnid
湈橋礳椷捭䵶䅷畁䙅䅳,71,56,0,40,5,0,7,2,26,1,2,1,10,1,5,119,2,0,2,0,2,14,4,1,11,nnid
圷乸楌扵䡧獲䅧䉁䙆䅎,71,69,0,48,4,0,7,10,19,1,2,19,9,1,5,65,2,0,2,1,18,20,3,1,10,nnid
䙗㕖吶㑁灗䭫䅁㕁䙫䅄,71,103,0,48,5,0,8,10,6,1,2,10,11,7,5,103,2,0,2,0,26,25,3,5,10,nnid
⽋坐穣娷摘啇䅑剁䩗䅆,71,73,0,53,4,0,3,2,24,1,2,8,11,8,5,103,2,0,2,0,18,19,4,1,11,nnid
婇呓健䝙楘智䅁䅁䉅䅓,71,69,1,53,4,0,7,2,26,1,2,6,10,1,5,103,2,0,2,1,2,13,2,1,12,nnid
瑐䵐瑚位剗䥌䅧允婬䅡,71,69,1,43,5,0,7,10,10,1,2,1,10,1,5,103,2,0,2,1,18,16,2,1,12,nnid
穳娱卄䱶汊噑䅧ぁ摬䅋,71,69,1,1,5,0,5,10,2,1,2,6,10,1,5,81,1,0,2,1,18,21,1,1,12,nnid
䡒䑐稫䑅湡䩮䅁㉁婆䅴,71,69,1,1,5,0,7,10,21,1,2,1,10,1,5,65,1,0,2,0,2,14,1,1,11,nnid
塳䉶楰㘲晘灇䅷瑁ざ䩇,107,77,0,53,4,0,8,10,6,1,2,8,11,7,5,103,2,0,2,0,2,13,2,1,11,nnid
兰呧漵佺何浹䅁䅁硇䵦,69,81,1,1,5,0,5,10,2,1,2,6,10,1,5,68,1,11,3,0,2,28,3,1,12,nnid
挷甴睓睑硑倶䅧䅁呗䵦,75,115,0,1,5,0,1,10,0,1,2,1,10,1,5,84,1,11,3,0,2,14,3,1,10,nnid
樲䴳穙㙎坐婂䅧摁剖䵅,71,69,0,42,5,6,6,10,21,23,3,1,10,1,5,122,2,11,3,1,18,16,0,1,10,nnid
噶䥚杨敱汸奩䅁⭁䉗䅄,71,119,1,48,5,0,8,10,4,1,2,1,10,1,5,81,2,0,2,0,2,14,4,1,12,nnid
偎潂偅汖穤㤱䅷䅁䉅䅺,71,107,1,40,5,0,8,10,6,1,2,6,10,1,5,65,2,0,2,1,18,16,2,1,12,nnid
䅔䭬瑋⽃㡱晓䅧十䉅䅶,71,119,1,44,5,0,1,10,0,1,2,6,10,1,5,65,2,0,2,1,18,16,2,1,12,nnid
